"species","area","year","month","landings"
"Herring Roe","Bodega Bay","2002-2003","Sep",0
"Herring Roe","Bodega Bay","2003-2004","Sep",0
"Herring Roe","Bodega Bay","2004-2005","Sep",0
"Herring Roe","Bodega Bay","2005-2006","Sep",0
"Herring Roe","Bodega Bay","2008-2009","Sep",0
"Herring Roe","Bodega Bay","2009-2010","Sep",0
"Herring Roe","Bodega Bay","2011-2012","Sep",0
"Herring Roe","Bodega Bay","2012-2013","Sep",0
"Herring Roe","Eureka","1999-2000","Sep",0
"Herring Roe","Eureka","2000-2001","Sep",0
"Herring Roe","Eureka","2001-2002","Sep",0
"Herring Roe","Eureka","2002-2003","Sep",0
"Herring Roe","Eureka","2003-2004","Sep",0
"Herring Roe","Eureka","2004-2005","Sep",0
"Herring Roe","Los Angeles","2000-2001","Sep",0
"Herring Roe","Monterey","1999-2000","Sep",0
"Herring Roe","Monterey","2003-2004","Sep",0
"Herring Roe","San Francisco","1999-2000","Sep",0
"Herring Roe","San Francisco","2000-2001","Sep",0
"Herring Roe","San Francisco","2001-2002","Sep",0
"Herring Roe","San Francisco","2002-2003","Sep",0
"Herring Roe","San Francisco","2003-2004","Sep",0
"Herring Roe","San Francisco","2004-2005","Sep",0
"Herring Roe","San Francisco","2005-2006","Sep",0
"Herring Roe","San Francisco","2006-2007","Sep",0
"Herring Roe","San Francisco","2007-2008","Sep",0
"Herring Roe","San Francisco","2008-2009","Sep",0
"Herring Roe","San Francisco","2010-2011","Sep",0
"Herring Roe","San Francisco","2011-2012","Sep",0
"Herring Roe","San Francisco","2012-2013","Sep",0
"Herring Roe","San Francisco","2013-2014","Sep",0
"Herring Roe","San Francisco","2014-2015","Sep",0
"Herring Roe","San Francisco","2015-2016","Sep",0
"Herring Roe","San Francisco","2016-2017","Sep",0
"Herring Roe","San Francisco","2017-2018","Sep",0
"Red Sea Urchin","Bodega Bay","1999-2000","Sep",81790
"Red Sea Urchin","Bodega Bay","2000-2001","Sep",56851
"Red Sea Urchin","Bodega Bay","2001-2002","Sep",116773
"Red Sea Urchin","Bodega Bay","2002-2003","Sep",16908
"Red Sea Urchin","Bodega Bay","2003-2004","Sep",0
"Red Sea Urchin","Bodega Bay","2004-2005","Sep",0
"Red Sea Urchin","Bodega Bay","2006-2007","Sep",3276
"Red Sea Urchin","Bodega Bay","2007-2008","Sep",0
"Red Sea Urchin","Bodega Bay","2008-2009","Sep",45950
"Red Sea Urchin","Bodega Bay","2009-2010","Sep",0
"Red Sea Urchin","Bodega Bay","2010-2011","Sep",5981
"Red Sea Urchin","Bodega Bay","2011-2012","Sep",0
"Red Sea Urchin","Bodega Bay","2013-2014","Sep",49553
"Red Sea Urchin","Bodega Bay","2014-2015","Sep",0
"Red Sea Urchin","Bodega Bay","2015-2016","Sep",0
"Red Sea Urchin","Bodega Bay","2016-2017","Sep",300
"Red Sea Urchin","Bodega Bay","2017-2018","Sep",2716
"Red Sea Urchin","Bodega Bay","2018-2019","Sep",0
"Red Sea Urchin","Eureka","1999-2000","Sep",0
"Red Sea Urchin","Eureka","2000-2001","Sep",0
"Red Sea Urchin","Eureka","2001-2002","Sep",0
"Red Sea Urchin","Eureka","2003-2004","Sep",1394
"Red Sea Urchin","Eureka","2006-2007","Sep",0
"Red Sea Urchin","Eureka","2011-2012","Sep",0
"Red Sea Urchin","Eureka","2013-2014","Sep",0
"Red Sea Urchin","Eureka","2014-2015","Sep",0
"Red Sea Urchin","Fort Bragg","1999-2000","Sep",380296
"Red Sea Urchin","Fort Bragg","2000-2001","Sep",315358
"Red Sea Urchin","Fort Bragg","2001-2002","Sep",478181
"Red Sea Urchin","Fort Bragg","2002-2003","Sep",320755
"Red Sea Urchin","Fort Bragg","2003-2004","Sep",123512
"Red Sea Urchin","Fort Bragg","2004-2005","Sep",86116
"Red Sea Urchin","Fort Bragg","2005-2006","Sep",95444
"Red Sea Urchin","Fort Bragg","2006-2007","Sep",171071
"Red Sea Urchin","Fort Bragg","2007-2008","Sep",315759
"Red Sea Urchin","Fort Bragg","2008-2009","Sep",328689
"Red Sea Urchin","Fort Bragg","2009-2010","Sep",326996
"Red Sea Urchin","Fort Bragg","2010-2011","Sep",273669
"Red Sea Urchin","Fort Bragg","2011-2012","Sep",230157
"Red Sea Urchin","Fort Bragg","2012-2013","Sep",350017
"Red Sea Urchin","Fort Bragg","2013-2014","Sep",262723
"Red Sea Urchin","Fort Bragg","2014-2015","Sep",122085
"Red Sea Urchin","Fort Bragg","2015-2016","Sep",62795
"Red Sea Urchin","Fort Bragg","2016-2017","Sep",34444
"Red Sea Urchin","Fort Bragg","2017-2018","Sep",15301
"Red Sea Urchin","Fort Bragg","2018-2019","Sep",353
"Red Sea Urchin","Los Angeles","1999-2000","Sep",499369
"Red Sea Urchin","Los Angeles","2000-2001","Sep",296551
"Red Sea Urchin","Los Angeles","2001-2002","Sep",322812
"Red Sea Urchin","Los Angeles","2002-2003","Sep",184743
"Red Sea Urchin","Los Angeles","2003-2004","Sep",271865
"Red Sea Urchin","Los Angeles","2004-2005","Sep",147334
"Red Sea Urchin","Los Angeles","2005-2006","Sep",84138
"Red Sea Urchin","Los Angeles","2006-2007","Sep",80183
"Red Sea Urchin","Los Angeles","2007-2008","Sep",80439
"Red Sea Urchin","Los Angeles","2008-2009","Sep",96263
"Red Sea Urchin","Los Angeles","2009-2010","Sep",93093
"Red Sea Urchin","Los Angeles","2010-2011","Sep",93745
"Red Sea Urchin","Los Angeles","2011-2012","Sep",75234
"Red Sea Urchin","Los Angeles","2012-2013","Sep",102137
"Red Sea Urchin","Los Angeles","2013-2014","Sep",94431
"Red Sea Urchin","Los Angeles","2014-2015","Sep",67925
"Red Sea Urchin","Los Angeles","2015-2016","Sep",42680
"Red Sea Urchin","Los Angeles","2016-2017","Sep",80204
"Red Sea Urchin","Los Angeles","2017-2018","Sep",64767
"Red Sea Urchin","Los Angeles","2018-2019","Sep",57078
"Red Sea Urchin","Monterey","2012-2013","Sep",0
"Red Sea Urchin","Monterey","2014-2015","Sep",0
"Red Sea Urchin","Morro Bay","1999-2000","Sep",100
"Red Sea Urchin","Morro Bay","2000-2001","Sep",2506
"Red Sea Urchin","Morro Bay","2001-2002","Sep",0
"Red Sea Urchin","Morro Bay","2002-2003","Sep",9737
"Red Sea Urchin","Morro Bay","2003-2004","Sep",1300
"Red Sea Urchin","Morro Bay","2004-2005","Sep",0
"Red Sea Urchin","Morro Bay","2005-2006","Sep",0
"Red Sea Urchin","Morro Bay","2006-2007","Sep",0
"Red Sea Urchin","Morro Bay","2009-2010","Sep",0
"Red Sea Urchin","Morro Bay","2010-2011","Sep",1100
"Red Sea Urchin","Morro Bay","2011-2012","Sep",0
"Red Sea Urchin","Morro Bay","2012-2013","Sep",0
"Red Sea Urchin","Morro Bay","2013-2014","Sep",729
"Red Sea Urchin","Morro Bay","2014-2015","Sep",0
"Red Sea Urchin","Morro Bay","2016-2017","Sep",0
"Red Sea Urchin","Morro Bay","2017-2018","Sep",0
"Red Sea Urchin","San Diego","1999-2000","Sep",53880
"Red Sea Urchin","San Diego","2000-2001","Sep",58762
"Red Sea Urchin","San Diego","2001-2002","Sep",73178
"Red Sea Urchin","San Diego","2002-2003","Sep",79336
"Red Sea Urchin","San Diego","2003-2004","Sep",79681
"Red Sea Urchin","San Diego","2004-2005","Sep",69237
"Red Sea Urchin","San Diego","2005-2006","Sep",65200
"Red Sea Urchin","San Diego","2006-2007","Sep",30083
"Red Sea Urchin","San Diego","2007-2008","Sep",58664
"Red Sea Urchin","San Diego","2008-2009","Sep",61465
"Red Sea Urchin","San Diego","2009-2010","Sep",36550
"Red Sea Urchin","San Diego","2010-2011","Sep",49072
"Red Sea Urchin","San Diego","2011-2012","Sep",31521
"Red Sea Urchin","San Diego","2012-2013","Sep",23267
"Red Sea Urchin","San Diego","2013-2014","Sep",41356
"Red Sea Urchin","San Diego","2014-2015","Sep",29349
"Red Sea Urchin","San Diego","2015-2016","Sep",4411
"Red Sea Urchin","San Diego","2016-2017","Sep",4088
"Red Sea Urchin","San Diego","2017-2018","Sep",7548
"Red Sea Urchin","San Diego","2018-2019","Sep",54994
"Red Sea Urchin","San Francisco","1999-2000","Sep",0
"Red Sea Urchin","San Francisco","2000-2001","Sep",0
"Red Sea Urchin","San Francisco","2001-2002","Sep",286
"Red Sea Urchin","San Francisco","2002-2003","Sep",0
"Red Sea Urchin","San Francisco","2003-2004","Sep",0
"Red Sea Urchin","San Francisco","2004-2005","Sep",0
"Red Sea Urchin","San Francisco","2005-2006","Sep",0
"Red Sea Urchin","San Francisco","2010-2011","Sep",0
"Red Sea Urchin","San Francisco","2013-2014","Sep",9440
"Red Sea Urchin","San Francisco","2014-2015","Sep",2125
"Red Sea Urchin","San Francisco","2015-2016","Sep",1153
"Red Sea Urchin","San Francisco","2016-2017","Sep",1666
"Red Sea Urchin","San Francisco","2017-2018","Sep",1705
"Red Sea Urchin","San Francisco","2018-2019","Sep",0
"Red Sea Urchin","Santa Barbara","1999-2000","Sep",447407
"Red Sea Urchin","Santa Barbara","2000-2001","Sep",300546
"Red Sea Urchin","Santa Barbara","2001-2002","Sep",448308
"Red Sea Urchin","Santa Barbara","2002-2003","Sep",793947
"Red Sea Urchin","Santa Barbara","2003-2004","Sep",737179
"Red Sea Urchin","Santa Barbara","2004-2005","Sep",905352
"Red Sea Urchin","Santa Barbara","2005-2006","Sep",665873
"Red Sea Urchin","Santa Barbara","2006-2007","Sep",743660
"Red Sea Urchin","Santa Barbara","2007-2008","Sep",549331
"Red Sea Urchin","Santa Barbara","2008-2009","Sep",645126
"Red Sea Urchin","Santa Barbara","2009-2010","Sep",649260
"Red Sea Urchin","Santa Barbara","2010-2011","Sep",589979
"Red Sea Urchin","Santa Barbara","2011-2012","Sep",557958
"Red Sea Urchin","Santa Barbara","2012-2013","Sep",500731
"Red Sea Urchin","Santa Barbara","2013-2014","Sep",484275
"Red Sea Urchin","Santa Barbara","2014-2015","Sep",491032
"Red Sea Urchin","Santa Barbara","2015-2016","Sep",526409
"Red Sea Urchin","Santa Barbara","2016-2017","Sep",241964
"Red Sea Urchin","Santa Barbara","2017-2018","Sep",214996
"Red Sea Urchin","Santa Barbara","2018-2019","Sep",92781
"Hagfish","Bodega Bay","2007-2008","Sep",19120
"Hagfish","Bodega Bay","2008-2009","Sep",34780
"Hagfish","Bodega Bay","2009-2010","Sep",0
"Hagfish","Bodega Bay","2011-2012","Sep",14327
"Hagfish","Bodega Bay","2012-2013","Sep",7394
"Hagfish","Bodega Bay","2013-2014","Sep",32325
"Hagfish","Bodega Bay","2014-2015","Sep",10925
"Hagfish","Bodega Bay","2015-2016","Sep",22548
"Hagfish","Bodega Bay","2016-2017","Sep",19124
"Hagfish","Bodega Bay","2017-2018","Sep",60604
"Hagfish","Bodega Bay","2018-2019","Sep",12967
"Hagfish","Eureka","2000-2001","Sep",0
"Hagfish","Eureka","2006-2007","Sep",157630
"Hagfish","Eureka","2007-2008","Sep",70390
"Hagfish","Eureka","2008-2009","Sep",93854
"Hagfish","Eureka","2009-2010","Sep",88235
"Hagfish","Eureka","2010-2011","Sep",85763
"Hagfish","Eureka","2011-2012","Sep",146848
"Hagfish","Eureka","2012-2013","Sep",19447
"Hagfish","Eureka","2013-2014","Sep",94367
"Hagfish","Eureka","2014-2015","Sep",63644
"Hagfish","Eureka","2015-2016","Sep",87753
"Hagfish","Eureka","2016-2017","Sep",86618
"Hagfish","Eureka","2017-2018","Sep",59476
"Hagfish","Eureka","2018-2019","Sep",32117
"Hagfish","Fort Bragg","2000-2001","Sep",0
"Hagfish","Fort Bragg","2010-2011","Sep",35
"Hagfish","Fort Bragg","2015-2016","Sep",1184
"Hagfish","Fort Bragg","2016-2017","Sep",13649
"Hagfish","Fort Bragg","2017-2018","Sep",59295
"Hagfish","Fort Bragg","2018-2019","Sep",0
"Hagfish","Los Angeles","1999-2000","Sep",0
"Hagfish","Los Angeles","2001-2002","Sep",0
"Hagfish","Los Angeles","2003-2004","Sep",0
"Hagfish","Los Angeles","2005-2006","Sep",908
"Hagfish","Los Angeles","2006-2007","Sep",19609
"Hagfish","Los Angeles","2007-2008","Sep",7153
"Hagfish","Los Angeles","2008-2009","Sep",7218
"Hagfish","Los Angeles","2009-2010","Sep",0
"Hagfish","Los Angeles","2010-2011","Sep",5366
"Hagfish","Los Angeles","2011-2012","Sep",2394
"Hagfish","Los Angeles","2012-2013","Sep",1917
"Hagfish","Los Angeles","2013-2014","Sep",6780
"Hagfish","Los Angeles","2014-2015","Sep",13286
"Hagfish","Los Angeles","2015-2016","Sep",0
"Hagfish","Los Angeles","2016-2017","Sep",9928
"Hagfish","Los Angeles","2017-2018","Sep",899
"Hagfish","Los Angeles","2018-2019","Sep",5273
"Hagfish","Monterey","2006-2007","Sep",32067
"Hagfish","Monterey","2007-2008","Sep",0
"Hagfish","Monterey","2010-2011","Sep",0
"Hagfish","Monterey","2014-2015","Sep",0
"Hagfish","Monterey","2015-2016","Sep",3130
"Hagfish","Monterey","2016-2017","Sep",8948
"Hagfish","Monterey","2017-2018","Sep",13076
"Hagfish","Monterey","2018-2019","Sep",1660
"Hagfish","Morro Bay","2005-2006","Sep",0
"Hagfish","Morro Bay","2006-2007","Sep",0
"Hagfish","Morro Bay","2007-2008","Sep",35169
"Hagfish","Morro Bay","2008-2009","Sep",31899
"Hagfish","Morro Bay","2009-2010","Sep",26619
"Hagfish","Morro Bay","2010-2011","Sep",37850
"Hagfish","Morro Bay","2011-2012","Sep",22531
"Hagfish","Morro Bay","2012-2013","Sep",32914
"Hagfish","Morro Bay","2013-2014","Sep",41833
"Hagfish","Morro Bay","2014-2015","Sep",52642
"Hagfish","Morro Bay","2015-2016","Sep",57781
"Hagfish","Morro Bay","2016-2017","Sep",66365
"Hagfish","Morro Bay","2017-2018","Sep",19521
"Hagfish","Morro Bay","2018-2019","Sep",45064
"Hagfish","San Diego","2003-2004","Sep",0
"Hagfish","San Diego","2004-2005","Sep",0
"Hagfish","San Diego","2006-2007","Sep",1496
"Hagfish","San Diego","2007-2008","Sep",4909
"Hagfish","San Diego","2008-2009","Sep",2019
"Hagfish","San Diego","2009-2010","Sep",0
"Hagfish","San Diego","2010-2011","Sep",1765
"Hagfish","San Diego","2011-2012","Sep",3603
"Hagfish","San Diego","2012-2013","Sep",2807
"Hagfish","San Diego","2013-2014","Sep",5630
"Hagfish","San Diego","2014-2015","Sep",7035
"Hagfish","San Diego","2015-2016","Sep",0
"Hagfish","San Diego","2016-2017","Sep",0
"Hagfish","San Diego","2017-2018","Sep",5317
"Hagfish","San Diego","2018-2019","Sep",0
"Hagfish","San Francisco","1999-2000","Sep",0
"Hagfish","San Francisco","2001-2002","Sep",0
"Hagfish","San Francisco","2011-2012","Sep",86
"Hagfish","San Francisco","2014-2015","Sep",0
"Hagfish","San Francisco","2017-2018","Sep",3100
"Hagfish","Santa Barbara","2001-2002","Sep",81
"Hagfish","Santa Barbara","2003-2004","Sep",0
"Hagfish","Santa Barbara","2004-2005","Sep",26913
"Hagfish","Santa Barbara","2005-2006","Sep",22195
"Hagfish","Santa Barbara","2006-2007","Sep",350
"Hagfish","Santa Barbara","2007-2008","Sep",18563
"Hagfish","Santa Barbara","2008-2009","Sep",1508
"Hagfish","Santa Barbara","2009-2010","Sep",0
"Hagfish","Santa Barbara","2010-2011","Sep",142
"Hagfish","Santa Barbara","2011-2012","Sep",0
"Hagfish","Santa Barbara","2012-2013","Sep",0
"Hagfish","Santa Barbara","2013-2014","Sep",0
"Hagfish","Santa Barbara","2014-2015","Sep",0
"Hagfish","Santa Barbara","2015-2016","Sep",2720
"Hagfish","Santa Barbara","2016-2017","Sep",0
"Hagfish","Santa Barbara","2017-2018","Sep",0
"Hagfish","Santa Barbara","2018-2019","Sep",0
"Ocean Shrimp","Bodega Bay","2001-2002","Sep",17516
"Ocean Shrimp","Bodega Bay","2013-2014","Sep",0
"Ocean Shrimp","Bodega Bay","2015-2016","Sep",0
"Ocean Shrimp","Eureka","1999-2000","Sep",40928
"Ocean Shrimp","Eureka","2000-2001","Sep",936628
"Ocean Shrimp","Eureka","2001-2002","Sep",470548
"Ocean Shrimp","Eureka","2002-2003","Sep",255337
"Ocean Shrimp","Eureka","2003-2004","Sep",68632
"Ocean Shrimp","Eureka","2004-2005","Sep",0
"Ocean Shrimp","Eureka","2005-2006","Sep",46957
"Ocean Shrimp","Eureka","2006-2007","Sep",64275
"Ocean Shrimp","Eureka","2007-2008","Sep",184779
"Ocean Shrimp","Eureka","2008-2009","Sep",309051
"Ocean Shrimp","Eureka","2009-2010","Sep",391751
"Ocean Shrimp","Eureka","2010-2011","Sep",909614
"Ocean Shrimp","Eureka","2011-2012","Sep",799561
"Ocean Shrimp","Eureka","2012-2013","Sep",1406742
"Ocean Shrimp","Eureka","2013-2014","Sep",1135032
"Ocean Shrimp","Eureka","2014-2015","Sep",537584
"Ocean Shrimp","Eureka","2015-2016","Sep",334187
"Ocean Shrimp","Eureka","2016-2017","Sep",200817
"Ocean Shrimp","Eureka","2017-2018","Sep",852227
"Ocean Shrimp","Eureka","2018-2019","Sep",112310
"Ocean Shrimp","Fort Bragg","1999-2000","Sep",0
"Ocean Shrimp","Fort Bragg","2001-2002","Sep",0
"Ocean Shrimp","Los Angeles","2002-2003","Sep",0
"Ocean Shrimp","Monterey","1999-2000","Sep",40
"Ocean Shrimp","Monterey","2008-2009","Sep",11
"Ocean Shrimp","Monterey","2017-2018","Sep",0
"Ocean Shrimp","Morro Bay","1999-2000","Sep",0
"Ocean Shrimp","Morro Bay","2000-2001","Sep",0
"Ocean Shrimp","Morro Bay","2001-2002","Sep",118819
"Ocean Shrimp","Morro Bay","2002-2003","Sep",243732
"Ocean Shrimp","Morro Bay","2003-2004","Sep",105551
"Ocean Shrimp","Morro Bay","2004-2005","Sep",73754
"Ocean Shrimp","Morro Bay","2005-2006","Sep",0
"Ocean Shrimp","Morro Bay","2015-2016","Sep",95821
"Ocean Shrimp","Morro Bay","2016-2017","Sep",0
"Ocean Shrimp","Morro Bay","2017-2018","Sep",0
"Ocean Shrimp","Morro Bay","2018-2019","Sep",0
"Ocean Shrimp","San Francisco","2008-2009","Sep",0
"Ocean Shrimp","San Francisco","2010-2011","Sep",0
"Ocean Shrimp","San Francisco","2013-2014","Sep",11
"Ocean Shrimp","San Francisco","2015-2016","Sep",0
"Ocean Shrimp","San Francisco","2017-2018","Sep",0
"Ocean Shrimp","Santa Barbara","1999-2000","Sep",41
"Ocean Shrimp","Santa Barbara","2000-2001","Sep",0
"Ocean Shrimp","Santa Barbara","2001-2002","Sep",280
"Ocean Shrimp","Santa Barbara","2002-2003","Sep",0
"Ocean Shrimp","Santa Barbara","2006-2007","Sep",0
"Ocean Shrimp","Santa Barbara","2012-2013","Sep",0
"Ocean Shrimp","Santa Barbara","2014-2015","Sep",0
"Ocean Shrimp","Santa Barbara","2015-2016","Sep",0
"Ocean Shrimp","Santa Barbara","2017-2018","Sep",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","1999-2000","Sep",2235
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2000-2001","Sep",10679
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2001-2002","Sep",1533
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2002-2003","Sep",41430
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2003-2004","Sep",70
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2004-2005","Sep",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2005-2006","Sep",28603
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2006-2007","Sep",16659
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2007-2008","Sep",1404
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2008-2009","Sep",14159
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2009-2010","Sep",14719
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2010-2011","Sep",19186
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2011-2012","Sep",4667
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2012-2013","Sep",8225
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2013-2014","Sep",15776
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2014-2015","Sep",12629
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2015-2016","Sep",6667
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2016-2017","Sep",9685
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2017-2018","Sep",8438
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2018-2019","Sep",116
"Dover Sole_Thornyhead_Sablefish","Eureka","1999-2000","Sep",769935
"Dover Sole_Thornyhead_Sablefish","Eureka","2000-2001","Sep",680908
"Dover Sole_Thornyhead_Sablefish","Eureka","2001-2002","Sep",349425
"Dover Sole_Thornyhead_Sablefish","Eureka","2002-2003","Sep",808949
"Dover Sole_Thornyhead_Sablefish","Eureka","2003-2004","Sep",560392
"Dover Sole_Thornyhead_Sablefish","Eureka","2004-2005","Sep",496313
"Dover Sole_Thornyhead_Sablefish","Eureka","2005-2006","Sep",583852
"Dover Sole_Thornyhead_Sablefish","Eureka","2006-2007","Sep",704266
"Dover Sole_Thornyhead_Sablefish","Eureka","2007-2008","Sep",856542
"Dover Sole_Thornyhead_Sablefish","Eureka","2008-2009","Sep",942135
"Dover Sole_Thornyhead_Sablefish","Eureka","2009-2010","Sep",705746
"Dover Sole_Thornyhead_Sablefish","Eureka","2010-2011","Sep",673843
"Dover Sole_Thornyhead_Sablefish","Eureka","2011-2012","Sep",281511
"Dover Sole_Thornyhead_Sablefish","Eureka","2012-2013","Sep",289688
"Dover Sole_Thornyhead_Sablefish","Eureka","2013-2014","Sep",251552
"Dover Sole_Thornyhead_Sablefish","Eureka","2014-2015","Sep",351567
"Dover Sole_Thornyhead_Sablefish","Eureka","2015-2016","Sep",520706
"Dover Sole_Thornyhead_Sablefish","Eureka","2016-2017","Sep",405299
"Dover Sole_Thornyhead_Sablefish","Eureka","2017-2018","Sep",419904
"Dover Sole_Thornyhead_Sablefish","Eureka","2018-2019","Sep",278269
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","1999-2000","Sep",338958
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2000-2001","Sep",379294
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2001-2002","Sep",546153
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2002-2003","Sep",318373
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2003-2004","Sep",227203
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2004-2005","Sep",307220
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2005-2006","Sep",312012
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2006-2007","Sep",214862
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2007-2008","Sep",292232
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2008-2009","Sep",337255
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2009-2010","Sep",360403
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2010-2011","Sep",437937
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2011-2012","Sep",383769
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2012-2013","Sep",280952
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2013-2014","Sep",450838
